Descripcion,Total Entidades-Sector Elictrico,    Aguascalientes,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Baja California,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Baja California Sur,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Campeche,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Chiapas,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Chihuahua,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Coahuila,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Colima,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Distrito Federal,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Durango,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Guanajuato,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Guerrero,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Hidalgo,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Jalisco,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    M?xico,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Michoacan,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Morelos,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Nayarit,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Nuevo Le?n,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Oaxaca,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Puebla,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Quer?taro,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Quintana Roo,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    San Luis Potosi,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Sinaloa,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Sonora,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Tabasco,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Tamaulipas,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Tlaxcala,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Veracruz,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Yucatan,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Zacatecas,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria
2014-04,16768325.75,219791.84,371560,46021,4205,2369,3946,3936,10,693684.21,1044711,95158,3427,2637,15167,15060,107,157855.85,221409,30180,1938,1132,3442,3438,4,106997.32,251957,24164,1363,1483,2363,2362,1,248745.91,1305809,110686,5517,1700,4165,4161,4,980688.64,1061977,88842,7562,16112,15892,15832,60,870697.3,836070,69575,5448,4819,14019,13956,63,144467.12,243766,29826,1971,1365,2447,2439,8,1167975.26,2559749,388518,1025,3,10013,9998,15,222133.92,455517,43775,4823,4136,5093,5077,16,982339.69,1596940,188373,22661,15566,14778,14731,47,229877.72,912439,85818,4862,986,4081,4077,4,294993.5,779470,92994,3120,594,2835,2824,11,1041650.38,2280331,323753,14992,10992,21826,21755,71,1452710.01,3731534,373596,6344,1362,12279,12226,53,617086.83,1415134,204065,12150,6913,6862,6850,12,220329.41,603058,71956,2514,675,2915,2909,6,111706.65,383831,43100,1968,446,3311,3307,4,1400663.15,1538869,123924,7007,4618,39845,39719,126,223055.12,1151293,131303,4968,9560,3513,3489,24,636803.32,1656426,220167,4994,4046,7400,7376,24,411211.76,579514,69967,8761,1515,5868,5833,35,336871.92,504801,41409,3057,280,9052,9048,4,457279.9,748095,93799,13829,4956,5780,5723,57,405864,883023,83266,5539,3571,10748,10746,2,668859.58,877599,75210,5391,5206,15074,15041,33,291475.42,634613,64377,4006,121,4370,4361,9,639258.64,1091240,92760,4870,2192,17003,16937,66,149096.38,319708,44562,1036,480,1423,1411,12,873557.55,245485.27,53165.81,31360.1,12316.14,531230.23,227207.45,304022.78,259983.32,87873.99,22202.12,12984.2,9358.68,127564.33,121999.56,5564.77,250614.13,38373.84,8961.47,18524.54,53676.79,131077.49,34757.12,96320.37
2014-05,17896194.6,231106.58,372213,45958,4208,2371,3947,3937,10,755088.3,1046328,95318,3445,2644,15187,15078,109,177239.56,221690,30229,1944,1133,3463,3459,4,121485.77,253047,24246,1372,1479,2360,2359,1,253627.59,1308980,110678,5518,1706,4187,4183,4,1045158.3,1059225,88589,7558,16172,15943,15883,60,891804.64,835876,69852,5468,4826,14101,14038,63,155836.28,244179,29818,1985,1370,2449,2441,8,1207046.65,2562795,388082,1026,3,10081,10066,15,265302.61,456481,43919,4824,4173,5101,5085,16,1019556.45,1598936,188407,22693,15583,14809,14762,47,243483.69,916992,85984,4888,988,4078,4073,5,310649.6,778375,92656,3141,590,2858,2847,11,1097682.43,2286624,324484,14995,11006,21872,21801,71,1506013.12,3742875,375161,6361,1359,12344,12290,54,637371.99,1417871,204555,12185,6929,6878,6866,12,233475.53,604804,72196,2551,669,2926,2920,6,122522.7,385225,43197,1957,442,3321,3317,4,1409426.63,1542130,123963,7009,4599,39983,39857,126,228261.92,1154681,131532,4976,9555,3528,3504,24,656802.01,1659709,220453,4980,4023,7428,7404,24,423413.89,580653,70044,8799,1516,5912,5877,35,365107.01,505782,41382,3086,279,9111,9107,4,529216.3,748681,93624,13882,4956,5801,5744,57,494158.39,883482,83129,5535,3568,10788,10786,2,767211.44,878487,75268,5395,5215,15103,15070,33,302368.69,636597,64559,4010,123,4385,4376,9,737217.52,1093111,92877,4875,2199,17022,16957,65,154682.31,320348,44686,1034,470,1422,1410,12,971167.31,301230.71,65189.05,30551.76,15236.7,558959.09,245642.09,313317,296883.83,110760.51,27655.35,13039.34,9986.62,135442.01,129739.42,5702.59,285825.56,39561.44,9877.68,20164.08,77779.53,138442.83,35964.76,102478.07
2014-06,18384779.58,219713.72,373118,46080,4211,2368,3956,3946,10,882990.64,1048041,95176,3480,2649,15219,15110,109,194031.24,222148,30305,1940,1131,3454,3450,4,115080.48,253551,24120,1374,1480,2362,2361,1,240472.74,1312839,110847,5535,1707,4211,4207,4,1212874.25,1062445,89087,7560,16219,16019,15959,60,904884.2,836641,69899,5479,4830,14156,14093,63,148683.65,244222,29772,1986,1359,2458,2450,8,1178869.69,2568272,388799,1035,3,10176,10161,15,269451.79,457351,43908,4844,4200,5135,5119,16,900973.57,1601204,188450,22773,15571,14864,14817,47,240192.82,921862,86397,4918,986,4094,4089,5,283291.43,779756,92649,3164,592,2853,2841,12,1057602.98,2290759,324317,15034,11001,21954,21883,71,1578813.39,3758289,376976,6378,1361,12413,12359,54,631561.21,1420209,204707,12192,6927,6901,6889,12,222642.29,606727,72408,2544,659,2930,2924,6,129631.85,386205,43033,1960,442,3347,3343,4,1537416.29,1545720,124102,7006,4595,40233,40107,126,223070.11,1156758,131323,4986,9546,3527,3503,24,618977.9,1662611,220419,4973,4008,7445,7421,24,410032.27,582091,70086,8805,1515,5930,5895,35,366703.91,507407,41339,3100,279,9160,9156,4,506306.09,750055,93711,13926,4967,5825,5768,57,607306.04,885153,83289,5552,3539,10858,10856,2,951229.2,879151,75132,5390,5210,15127,15094,33,304178.31,637884,64717,4003,122,4402,4393,9,808605.32,1096023,92634,4890,2201,17030,16966,64,154201.18,321064,44721,1026,466,1418,1406,12,945321.06,299385.14,60325.05,26662.95,9485.15,549462.77,244292.62,305170.15,278601.73,103360.31,24661.91,13243.66,4699.99,132635.86,126864.51,5771.35,261068.23,41125.17,9851.05,18809.21,60318,130964.8,35099.66,95865.14
2014-07,19008679.33,220734.18,374311,46185,4200,2371,3986,3976,10,1031268.53,1050456,94984,3484,2652,15247,15138,109,217578.73,222617,30310,1945,1117,3465,3461,4,120505.47,254577,24234,1373,1483,2378,2377,1,249062.72,1316180,110958,5547,1710,4221,4217,4,1259458.72,1062968,89031,7555,16246,16065,16005,60,950335.42,836811,69799,5485,4830,14221,14158,63,149743.06,244939,29761,1988,1359,2463,2455,8,1198798.03,2574540,389389,1045,3,10239,10225,14,293498.52,456787,43944,4866,4205,5157,5141,16,869867.35,1603241,188442,22817,15580,14888,14841,47,239509.88,924799,86688,4906,989,4100,4095,5,284382.57,781713,92788,3174,593,2873,2861,12,1030840.97,2294226,324397,15059,10978,22013,21942,71,1491644.2,3770642,379240,6405,1367,12480,12426,54,553051.46,1423787,205005,12199,6940,6897,6885,12,216769.92,605813,72088,2549,652,2937,2931,6,136440.22,387154,43025,1959,439,3354,3350,4,1696623.54,1549798,124190,7028,4585,40408,40282,126,214305.11,1159962,132193,4992,9523,3591,3566,25,615921.63,1667125,221084,4981,4001,7487,7463,24,405089.29,584945,70216,8832,1520,5970,5935,35,404071.48,507008,41451,3107,275,9204,9200,4,481206.73,751985,93704,13935,4972,5859,5801,58,687049.13,886564,83279,5558,3499,10880,10878,2,1101705.96,880659,74915,5298,5209,15182,15149,33,313334.11,639700,64924,4002,125,4434,4425,9,873628.85,1096303,92405,4890,2190,17060,16996,64,156447.39,322040,44873,1033,466,1422,1410,12,997544.96,328588.29,69013.8,28131.37,4771.94,567039.56,241825.65,325213.91,302751.49,117358.25,30091.23,13323.95,3393.75,138584.31,132811.99,5772.32,245509.71,40704.46,10387.54,18801.52,40009.39,135606.8,35561.15,100045.65
2014-08,19462585.39,233110.68,375352,46128,4210,2370,4015,4005,10,1090240.88,1051133,94728,3498,2652,15266,15157,109,227864.98,223137,30295,1958,1123,3477,3474,3,126003.31,255181,24269,1373,1475,2382,2381,1,256854.11,1319427,111283,5584,1710,4246,4242,4,1175476.82,1068052,88842,7550,16263,16088,16028,60,1017819.76,837663,69196,5509,4846,14265,14202,63,158043.58,245528,29848,1988,1361,2468,2460,8,1214445.12,2580193,390143,1090,3,10325,10311,14,267550.41,456781,43886,5035,4182,5177,5161,16,929532.45,1605739,188406,22834,15583,14933,14886,47,251650.95,927007,86814,4917,986,4111,4106,5,303099.95,783108,92957,3179,591,2887,2875,12,1040403.04,2298770,324380,15176,10994,22057,21987,70,1513294.8,3786545,380579,6502,1370,12588,12534,54,585189.56,1427396,205400,12208,6949,6914,6902,12,223840.97,608841,72512,2575,663,2954,2948,6,132033.35,388460,43105,1967,438,3350,3346,4,1789617.14,1547943,123968,7029,4592,40522,40395,127,225472.89,1162763,132096,4998,9549,3598,3573,25,646393.02,1672345,221536,4988,4010,7517,7493,24,418351.34,587061,70276,8844,1519,6011,5976,35,411346.42,508318,41512,3110,272,9253,9249,4,480300.11,753434,93733,13952,4971,5876,5818,58,705589.68,886699,83052,5554,3482,10925,10923,2,1117902.86,882220,74993,5302,5205,15236,15203,33,332647.44,640916,65020,4004,125,4460,4451,9,904495.02,1098693,92081,4901,2189,17103,17039,64,148614.36,322730,44970,1027,467,1422,1410,12,953377.24,328751.96,63432.33,29364.85,5397.1,526431,253447.13,272983.87,301721.36,115537.9,25584.65,13235.64,3956.49,143406.68,137027.33,6379.35,280301.79,42598.88,9919.72,18845.27,64143.89,144794.03,36639.65,108154.38
2014-09,18794919.81,227550.74,376123,46135,4219,2372,4033,4023,10,1056862.96,1052506,94695,3496,2658,15304,15196,108,192333.43,223165,30230,1958,1103,3483,3480,3,123073.38,256200,24334,1380,1476,2399,2398,1,247998.21,1322607,111728,5591,1708,4270,4266,4,1011696.03,1068234,88062,7541,16271,16132,16072,60,972048.51,835324,69155,5526,4838,14318,14254,64,148537.02,245394,29852,1999,1362,2458,2450,8,1191438.95,2583803,390551,1098,3,10389,10375,14,257269.81,456306,42963,5109,4194,5180,5164,16,878069.68,1610179,189227,22866,15591,14975,14927,48,240626.78,929150,87223,5010,979,4116,4110,6,312243.67,784947,93537,3185,595,2892,2880,12,1009896.49,2302971,324841,15217,11010,22110,22039,71,1498056.96,3802762,382578,6539,1375,12671,12617,54,579867.36,1428737,205441,12229,6966,6931,6918,13,216625.58,610952,73354,2581,662,2972,2965,7,127997.24,389596,43194,1966,439,3363,3359,4,1707844.72,1551238,123903,7059,4570,40700,40573,127,214791.21,1165107,131871,4993,9524,3571,3546,25,621858.1,1676380,222546,4953,3936,7444,7420,24,398541.18,589656,70522,8856,1523,6050,6015,35,388058.05,508580,41628,3109,275,9270,9266,4,502191.94,753928,93818,13960,4976,5902,5844,58,675051,887509,83053,5548,3478,10967,10965,2,1090143.02,883562,75065,5317,5205,15271,15238,33,315110.81,642700,65073,4000,127,4474,4465,9,905169.85,1096943,92037,4901,2185,17129,17065,64,154741.78,323349,45064,1022,464,1426,1414,12,967421.84,342684.82,69841.66,29249.22,3741.6,521904.54,245836.95,276067.59,303478.77,126101.59,29979.99,12590.27,2242.56,132564.36,127629.07,4935.29,258324.74,41028.52,10273.58,18450.54,56825.13,131746.97,37133.37,94613.6
2014-10,18315186.39,230835.49,377308,46322,4220,2375,4059,4049,10,942565.27,1053119,94206,3491,2664,15377,15268,109,169658.99,224830,30407,1959,1115,3487,3484,3,117958.36,256651,24282,1383,1462,2409,2408,1,242554.77,1325361,112270,5593,1702,4302,4298,4,897493.86,1069545,88599,7562,16249,16217,16157,60,943681.84,834224,69274,5542,4826,14406,14342,64,149372.95,246216,29994,1999,1367,2488,2480,8,1232871.28,2588498,390638,1092,3,10455,10441,14,248919.87,456537,43411,5039,4188,5188,5172,16,912795.7,1614170,189224,22866,15600,15027,14977,50,239494.68,932918,88227,5083,986,4126,4121,5,304771.37,785553,93833,3202,599,2904,2892,12,1027095.4,2307306,325466,15268,11018,22173,22102,71,1541279.8,3823018,385592,6581,1387,12822,12768,54,559491.65,1432188,206168,12247,6980,6957,6944,13,223783.45,613804,74547,2586,675,2987,2980,7,125764.9,390057,43148,1975,439,3361,3357,4,1593766.31,1554486,124409,7063,4580,40908,40780,128,213636.34,1166940,132560,4963,9519,3582,3557,25,652551.16,1679152,222896,4987,4003,7557,7533,24,415892.69,591006,70837,8910,1526,6083,6048,35,366996.6,511460,41766,3131,279,9285,9281,4,519678.6,755381,93909,13967,4978,5925,5867,58,676480.23,888219,82966,5557,3490,11005,11003,2,1017442.7,884423,75044,5332,5207,15290,15257,33,300959.67,644121,65144,3997,128,4497,4488,9,840850.03,1097741,91852,4909,2182,17125,17061,64,160082.08,324207,45185,1024,465,1434,1422,12,922928.14,300945.02,60741.57,27934.86,1765.86,531540.83,238219.53,293321.3,284720.59,109795.89,25419.22,13291.94,1704.27,134509.27,128601.24,5908.03,238811.62,40120.71,9590.58,19402.28,36667.92,133030.13,35920.09,97110.04
2014-11,16612577.78,226191.37,377522,46457,4228,2378,4082,4072,10,748265.2,1054559,94233,3494,2656,15391,15282,109,173539.06,225191,30459,1935,1115,3499,3496,3,103593.63,257418,24307,1384,1463,2422,2421,1,239868.45,1328118,112469,5599,1697,4359,4355,4,724164.59,1063801,88350,7560,16212,16249,16189,60,799145.54,839211,69813,5562,4843,14475,14411,64,147603.28,246655,29978,1995,1372,2469,2461,8,1229699.52,2591906,390896,1095,3,10533,10519,14,238434.94,454836,43451,5031,4149,5202,5186,16,880169.55,1617854,189557,22942,15567,15082,15033,49,229709.45,936545,88793,5087,976,4150,4145,5,287935.19,786674,94106,3217,598,2922,2910,12,996734.29,2310455,325738,15293,11044,22218,22147,71,1500181.35,3833090,387621,6606,1391,12842,12788,54,518425.83,1434347,206589,12260,6987,6984,6971,13,213974.35,614248,75173,2581,673,2993,2986,7,121314.51,390104,43173,1972,441,3366,3361,5,1347423.15,1555572,124218,7061,4552,41117,40988,129,208895.48,1168694,132606,4984,9528,3602,3577,25,629338.26,1681870,223420,4995,4008,7579,7555,24,394434.32,593361,71030,8974,1528,6099,6064,35,333355.06,511851,41799,3138,278,9405,9401,4,467979.79,757146,94256,13978,4988,5951,5892,59,583318.04,888182,82892,5565,3483,11019,11017,2,797966.67,884284,75028,5338,5211,15328,15295,33,263244.48,645331,65250,3991,129,4525,4516,9,671297.26,1091971,91282,4920,2185,17115,17051,64,154094.26,324810,45284,1034,464,1440,1428,12,899093.16,297249.24,61662.37,28159.97,1997.98,510023.6,208312.86,301710.74,270086.86,104441.52,28048.84,16951.07,1550.46,119094.97,113522.54,5572.43,213100.89,41061.23,9969.25,19284.34,27961.5,114824.57,32857.47,81967.1
2014-12,15491429.06,198542.62,377380,46560,4229,2379,4093,4083,10,634994.24,1057476,93949,3498,2660,15430,15321,109,152051.78,225991,30449,1914,1113,3515,3512,3,90290.93,263511,26102,1394,1501,2444,2443,1,237670.12,1331217,112795,5617,1708,4410,4406,4,673433.8,1067152,88760,7564,16148,16296,16236,60,754143.94,847943,70135,5578,4730,14504,14440,64,142680.86,247851,30117,1960,1376,2438,2430,8,1215609.9,2595429,391192,1088,3,10632,10618,14,223764.23,456484,43468,5053,4120,5226,5210,16,862318.38,1622335,190470,22954,15575,15162,15113,49,234540.9,940805,89335,5101,974,4166,4161,5,271345.38,788020,94197,3227,598,2958,2945,13,997271.06,2314825,327113,15340,11053,22321,22250,71,1463182.21,3847081,388648,6616,1395,12936,12882,54,562454.75,1437773,206937,12283,7017,7004,6991,13,206089.16,616745,75713,2580,671,2996,2989,7,113224.84,391328,43561,1974,442,3398,3393,5,1194685.36,1560288,124615,7089,4555,41377,41248,129,207813.18,1170501,133386,4989,9544,3614,3589,25,600016.44,1686653,223844,5006,4012,7625,7601,24,363541.69,596929,71428,9014,1528,6114,6079,35,310312.33,517540,42701,3150,301,9481,9477,4,443022.18,759849,94643,13995,4990,5980,5921,59,452472.68,889326,82905,5570,3517,11099,11097,2,619211.21,885398,75085,5344,5235,15368,15335,33,243603.91,646432,65432,3990,131,4540,4531,9,575858.79,1092457,91174,4949,2188,17156,17092,64,149390.93,325678,45282,1020,470,1443,1431,12,841068.91,243882.39,52541.13,26182.06,3155.38,515307.95,199275.29,316032.66,230359.54,78357.95,21581.59,12198.52,3313.25,114908.23,109678.71,5229.52,226462.81,40463.33,9526.88,19912.8,18076.35,138483.45,30855.7,107627.75
2015-01,15733183.27,222551.13,379705,46740,4231,2380,4096,4086,10,675672.82,1061386,94221,3496,2666,15454,15346,108,143605.16,226760,30460,1928,1121,3533,3530,3,91770.93,259559,24387,1391,1477,2456,2455,1,229346.52,1333357,112951,5591,1704,4377,4373,4,704129.13,1068370,88753,7561,16164,16302,16242,60,760277.97,851563,70590,5585,4800,14542,14478,64,143425.59,248438,29982,1996,1385,2495,2487,8,1159610.23,2600495,391210,1082,3,10686,10672,14,219092.39,458284,43646,5100,4113,5228,5212,16,945293.81,1626209,190164,22996,15585,15189,15140,49,230605.29,943621,89520,5126,988,4173,4168,5,284867.89,790299,94364,3246,601,2963,2950,13,1010768.73,2322191,327427,15356,11100,22346,22274,72,1507031.4,3860792,389788,6636,1399,13020,12966,54,598804.04,1442993,207255,12331,7039,7015,7002,13,217477.14,619036,75909,2586,674,3005,2998,7,109645.08,392141,43302,1978,446,3423,3418,5,1286353.7,1567562,124965,7118,4551,41552,41423,129,205480.33,1173276,132986,4993,9555,3623,3598,25,637195.23,1691439,224461,5020,4021,7674,7650,24,377290.49,598651,71471,9006,1527,6152,6117,35,314968.36,517487,41852,3167,276,9507,9503,4,464279.98,762040,94665,14045,4988,5998,5939,59,357375.89,890962,82915,5579,3538,11144,11142,2,588415.31,887630,74998,5344,5242,15369,15335,34,229311.01,647228,65530,3991,131,4561,4552,9,582304.67,1096175,91184,4953,2184,17170,17106,64,158580.97,326742,45428,1036,478,1444,1432,12,810804.64,242546.88,52068.53,29532.95,3696.09,482960.19,192340.65,290619.54,242722.53,83373.35,23695.37,13975.31,6001.15,115677.35,109888.05,5789.3,224124.91,42266.73,9527.31,19935.3,15481.95,136913.62,31227.52,105686.1
2015-02,15446115.68,209715.18,379560,46700,4239,2384,4118,4108,10,654324.06,1061981,94156,3521,2656,15475,15366,109,134620.41,227085,30538,1917,1196,3537,3534,3,86628.22,260349,24425,1394,1481,2463,2462,1,222675.98,1336757,113102,5600,1704,4400,4396,4,734548.55,1072957,89956,7636,16077,16331,16271,60,771803.92,853466,70820,5620,4827,14564,14500,64,134166.77,248671,30066,2004,1390,2514,2506,8,1123970.2,2602905,391239,1088,3,10759,10745,14,216692.72,459332,43757,5220,4084,5236,5220,16,995117.1,1629368,190228,23060,15603,15230,15180,50,228744.72,949759,90232,5163,993,4176,4171,5,297666.31,792081,94664,3261,602,2970,2957,13,980947.43,2327443,328065,15361,11110,22404,22332,72,1442227.31,3877436,391521,6675,1407,13133,13078,55,586168.92,1445848,207780,12336,7051,7035,7023,12,213116.37,621269,76320,2606,679,3037,3030,7,105520.06,391771,43991,1980,445,3424,3419,5,1258806.59,1569867,125329,7128,4555,41776,41647,129,195942.53,1175620,133252,5001,9568,3628,3602,26,621495.45,1695398,225012,5027,4033,7733,7709,24,372046.19,601111,71745,9016,1528,6190,6155,35,292885.86,520073,42101,3186,277,9520,9516,4,528998.93,764404,94923,14063,5002,6013,5953,60,342526.63,891434,83112,5587,3553,11159,11157,2,568568.27,888601,75151,5355,5259,15414,15380,34,208970.32,648786,65752,3996,132,4573,4564,9,556652.82,1100620,91521,4967,2181,17183,17119,64,148809.97,327596,45405,1035,481,1447,1435,12,774463.08,228706.82,48776.48,28693.6,4249.7,464036.48,182224.56,281811.92,222930.4,77264.59,20858.68,13220.87,6246.23,105340.03,100023.3,5316.73,214364.41,43736.72,9300.15,18561.82,16828.13,125937.59,29498.95,96438.64
2015-03,16670678.01,217737.56,381611,46896,4259,2389,4130,4120,10,690842.72,1062980,94396,3514,2669,15536,15426,110,141220.2,228272,30734,1923,1122,3549,3546,3,94074.95,261391,24478,1393,1480,2472,2471,1,239169.04,1340055,113631,5601,1714,4421,4417,4,891458.42,1071584,89780,8068,16184,16343,16283,60,966137.42,855383,71254,5771,4856,14626,14562,64,138349.28,250004,30138,2017,1398,2483,2475,8,1189363.27,2608655,391933,1087,3,10833,10819,14,307692.98,459804,43957,5729,4147,5246,5230,16,1002257.92,1633448,190778,23092,15620,15272,15223,49,231240.48,954212,91098,5186,998,4180,4175,5,316654.59,794523,95022,3276,601,2987,2973,14,1046702.86,2329421,328189,15364,11129,22464,22392,72,1533252.81,3894004,393402,6734,1418,13194,13139,55,538819.21,1449118,208254,12373,7070,7042,7030,12,225396.68,623806,77169,2620,678,3051,3043,8,111191.53,392104,43902,1974,446,3426,3421,5,1473245.64,1577083,125748,7183,4549,41994,41864,130,213055.98,1178553,133817,5025,9589,3636,3610,26,637286.93,1700582,226064,5044,4037,7759,7735,24,391795.41,604182,72088,9066,1533,6236,6201,35,336551.38,522833,42260,3197,278,9554,9550,4,470783.47,766203,95192,14080,5008,6034,5974,60,380206.36,893284,83381,5607,3562,11212,11209,3,630093.5,891535,75552,5372,5276,15426,15391,35,221475.43,650137,65948,4003,132,4577,4568,9,593064.5,1102626,91917,4970,2177,17208,17144,64,152338.53,328360,45533,1031,476,1451,1439,12,806265.94,213739.85,48777.57,28674.73,7446.57,507627.22,208504,299123.22,256733.77,83195.9,23978.71,12748.73,8445.18,128365.25,122572.44,5792.81,226219.25,40260.52,9439.57,18834.03,23010.57,134674.56,31040.74,103633.82
2015-04,16906989.12,217369.22,382661,47166,4273,2390,4153,4143,10,722805.26,1065434,94573,3520,2669,15586,15476,110,150554.96,228874,30888,1927,1119,3554,3551,3,108787.84,262162,24506,1395,1480,2489,2488,1,249971.43,1344296,114090,5597,1714,4455,4451,4,945380.37,1070108,90079,8078,16217,16362,16302,60,848602.3,857977,70841,5777,4856,14645,14581,64,139857.35,250755,30218,2022,1399,2490,2482,8,1239366.39,2611725,392177,1116,3,10925,10911,14,250873.71,460865,43981,5757,4157,5268,5252,16,881332.76,1636239,191051,23208,15618,15309,15260,49,240808.78,959571,91479,5191,1009,4207,4202,5,306833.35,797211,95524,3286,600,2996,2982,14,1055720.34,2333996,328965,15398,11116,22503,22431,72,1582819.15,3909062,395421,6748,1421,13219,13164,55,532622.82,1452025,208592,12383,7096,7081,7069,12,229225.07,627031,77372,2628,675,3068,3060,8,118290.29,392119,43918,1974,445,3454,3449,5,1449690.87,1579851,126114,7200,4551,42151,42020,131,222308.73,1181503,133697,5037,9581,3643,3616,27,624944.36,1705713,226875,5058,4037,7799,7775,24,401722.68,607098,72320,9082,1535,6278,6243,35,367802.84,525274,42492,3202,280,9584,9580,4,471574.37,767793,95416,14091,5014,6055,5995,60,436485.35,895142,83628,5623,3570,11255,11252,3,724196.07,894423,75761,5384,5288,15458,15423,35,254448.71,652037,66085,4006,132,4598,4589,9,652390.42,1106282,92084,4972,2185,17233,17168,65,138004.97,329168,45553,1036,480,1460,1448,12,827994.67,242467.39,53446.96,30076.7,6722.62,495281,233262.3,262018.7,280191.35,96777.09,23548.64,13386.63,10914.7,135564.29,129751.59,5812.7,234012.34,39886.55,9099.34,19533.48,34710.36,130782.61,30102.22,100680.39
2015-05,17879130.11,248225.28,383822,47307,4229,2382,4210,4200,10,746076.75,1066844,94659,3519,2677,15606,15498,108,165794.08,229066,31018,1926,1122,3566,3563,3,123020.01,263262,24418,1401,1468,2501,2500,1,261206.86,1347993,114235,5615,1711,4463,4459,4,1060194.1,1070882,90182,8069,16237,16420,16360,60,859018.75,861100,71509,5756,4857,14674,14611,63,146159.96,251026,30218,2028,1401,2493,2485,8,1204068.67,2613888,392580,1142,3,11027,11013,14,236594.23,459015,43985,5762,4174,5301,5285,16,982680.06,1637864,191472,23307,15615,15350,15301,49,252922.69,961959,91598,5210,996,4212,4207,5,319097.97,800282,95857,3295,602,3043,3029,14,1123696.42,2337996,329921,15435,11127,22597,22525,72,1568839.02,3925304,397190,6769,1415,13300,13245,55,621200.72,1454591,209137,12399,7107,7102,7090,12,222145.05,627888,77794,2630,672,3075,3067,8,125251.1,392288,44891,1971,442,3464,3459,5,1421409.54,1581504,126266,7220,4544,42337,42206,131,232732.99,1185282,134008,5063,9577,3652,3625,27,635642.57,1709099,227622,5062,4037,7846,7821,25,426410.14,609022,72429,9169,1531,6308,6273,35,386595.1,527228,42536,3213,277,9642,9638,4,492683.22,769156,95753,14137,5016,6073,6013,60,477935.8,896912,83995,5638,3550,11289,11286,3,743263.96,896063,76019,5393,5294,15506,15471,35,303626.05,654914,66256,4019,133,4604,4595,9,738915.44,1103741,92065,4972,2185,17237,17172,65,161365.28,329726,45628,1034,479,1459,1447,12,1006441.5,317102.69,65520.39,28653.01,9401.3,585764.11,248174.45,337589.66,324331.12,125628.12,30092.45,14102.14,12116.16,142392.25,136279.78,6112.47,261585.68,40473.62,9858.1,18924.24,68400.47,123929.25,31494.08,92435.17
